epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
127,119,3,1,2,0,2,--,--,000,1,1,0,98,98
127,119,7,1,2,0,2,--,--,000,1,1,0,98,98
119,119,10,2,2,0,1,-,-,000,1,1,0,98,98
119,119,9,2,2,0,1,-,-,000,1,1,0,98,98
111,119,12,3,2,0,3,---,---,000,1,1,0,98,98
111,119,14,3,2,0,3,---,---,000,1,1,0,98,98
103,119,16,4,2,0,2,--,--,000,1,1,0,98,98
104,120,26,4,2,0,2,--,--,000,1,1,0,98,98
103,119,18,4,2,0,2,--,--,000,1,1,0,98,98
104,120,28,4,2,0,2,--,--,000,1,1,0,98,98
95,119,20,5,2,0,4,----,----,000,1,1,0,98,98
96,120,30,5,2,0,4,----,----,000,1,1,0,98,98
95,119,31,5,2,0,4,----,----,000,1,1,0,98,98
96,120,33,5,2,0,4,----,----,000,1,1,0,98,98
87,120,35,6,2,0,3,---,---,000,1,1,0,98,98
88,120,37,6,2,0,3,---,---,000,1,1,0,98,98
87,120,39,6,2,0,3,---,---,000,1,1,0,98,98
88,120,41,6,2,0,3,---,---,000,1,1,0,98,98
79,120,43,7,2,0,4,----,----,000,1,1,0,98,98
80,120,45,7,2,0,4,----,----,000,1,1,0,98,98
79,120,47,7,2,0,4,----,----,000,1,1,0,98,98
80,120,49,7,2,0,4,----,----,000,1,1,0,98,98
127,119,1,1,2,0,2,--,--,000,2,2,0,196,196
128,120,3,1,2,0,2,--,--,000,1,1,0,98,98
127,119,5,1,2,0,2,--,--,000,2,2,0,196,196
128,120,7,1,2,0,2,--,--,000,1,1,0,98,98
1289,1281,1,1,2,0,2,--,--,000,1,1,0,98,98
1289,1281,5,1,2,0,2,--,--,000,1,1,0,98,98
120,120,9,2,2,0,1,-,-,000,1,1,0,98,98
120,120,10,2,2,0,1,-,-,000,1,1,0,98,98
112,120,12,3,2,0,3,---,---,000,1,1,0,98,98
112,120,14,3,2,0,3,---,---,000,1,1,0,98,98
105,121,16,4,2,0,2,--,--,000,1,1,0,98,98
105,121,18,4,2,0,2,--,--,000,1,1,0,98,98
97,121,20,5,2,0,4,----,----,000,1,1,0,98,98
98,122,31,5,2,0,4,----,----,000,1,1,0,98,98
90,122,35,6,2,0,3,---,---,000,1,1,0,98,98
90,122,39,6,2,0,3,---,---,000,1,1,0,98,98
83,123,43,7,2,0,4,----,----,000,1,1,0,98,98
83,123,47,7,2,0,4,----,----,000,1,1,0,98,98
1289,1281,3,1,2,0,2,--,--,000,1,1,0,98,98
1289,1281,7,1,2,0,2,--,--,000,1,1,0,98,98
112,120,22,3,2,0,3,---,---,000,2,2,0,196,196
112,120,24,3,2,0,3,---,---,000,2,2,0,196,196
105,121,26,4,2,0,2,--,--,000,1,1,0,98,98
105,121,28,4,2,0,2,--,--,000,1,1,0,98,98
97,121,30,5,2,0,4,----,----,000,1,1,0,98,98
98,122,33,5,2,0,4,----,----,000,1,1,0,98,98
90,122,37,6,2,0,3,---,---,000,1,1,0,98,98
90,122,41,6,2,0,3,---,---,000,1,1,0,98,98
83,123,45,7,2,0,4,----,----,000,1,1,0,98,98
83,123,49,7,2,0,4,----,----,000,1,1,0,98,98
1274,1282,22,3,2,0,3,---,---,000,1,1,0,98,98
1274,1282,14,3,2,0,3,---,---,000,1,1,0,98,98
1274,1282,24,3,2,0,3,---,---,000,1,1,0,98,98
1266,1282,16,4,2,0,2,--,--,000,1,1,0,98,98
1266,1282,26,4,2,0,2,--,--,000,1,1,0,98,98
1266,1282,18,4,2,0,2,--,--,000,1,1,0,98,98
1266,1282,28,4,2,0,2,--,--,000,1,1,0,98,98
1258,1282,20,5,2,0,4,----,----,000,1,1,0,98,98
1258,1282,30,5,2,0,4,----,----,000,1,1,0,98,98
1258,1282,31,5,2,0,4,----,----,000,1,1,0,98,98
1258,1282,33,5,2,0,4,----,----,000,1,1,0,98,98
1250,1282,35,6,2,0,3,---,---,000,1,1,0,98,98
1250,1282,37,6,2,0,3,---,---,000,1,1,0,98,98
1250,1282,39,6,2,0,3,---,---,000,1,1,0,98,98
1250,1282,41,6,2,0,3,---,---,000,1,1,0,98,98
1242,1282,43,7,2,0,4,----,----,000,1,1,0,98,98
1242,1282,45,7,2,0,4,----,----,000,1,1,0,98,98
1242,1282,47,7,2,0,4,----,----,000,1,1,0,98,98
1242,1282,49,7,2,0,4,----,----,000,1,1,0,98,98
